"","discharge","threshold","def.increase","event.no","event.orig"
"107",-0.913858470159821,0,0.913858470159821,10,11
"108",-0.811043221724315,0,0.811043221724315,10,11
"109",-1.81646917868416,0,1.81646917868416,10,11
"110",0.988361690163913,0,-0.988361690163913,0,0
"111",0.0380543656442253,0,-0.0380543656442253,0,0
"112",0.952861303638642,0,-0.952861303638642,0,0
"113",0.449322973720755,0,-0.449322973720755,0,0
"114",-0.809642059063151,0,0.809642059063151,12,12
"115",-0.832505466969415,0,0.832505466969415,12,12
"116",-0.834121660135648,0,0.834121660135648,12,12
"117",-0.873816272555138,0,0.873816272555138,12,12
"118",-0.858566973302427,0,0.858566973302427,12,12
"119",-0.913858470159821,0,0.913858470159821,12,12
"120",-0.811043221724315,0,0.811043221724315,12,12
"121",-1.09951494183408,0,1.09951494183408,12,12
"122",0.6746925674793,0,-0.6746925674793,12,0
"123",-0.407602087968518,0,0.407602087968518,12,13
"124",-0.562739266574123,0,0.562739266574123,12,13
"125",-1.26396903268755,0,1.26396903268755,12,13
"126",-0.809642059063151,0,0.809642059063151,12,13
"127",-0.832505466969415,0,0.832505466969415,12,13
"128",-0.834121660135648,0,0.834121660135648,12,13
"129",-0.873816272555138,0,0.873816272555138,12,13
"130",-0.858566973302427,0,0.858566973302427,12,13
"131",-0.913858470159821,0,0.913858470159821,12,13
"132",-0.811043221724315,0,0.811043221724315,12,13
"133",-1.81646917868416,0,1.81646917868416,12,13
"134",0.867879339387512,0,-0.867879339387512,0,0
"135",0.411571778623837,0,-0.411571778623837,0,0
"136",1.04366705871644,0,-1.04366705871644,0,0
"137",-1.0826243181946,0,1.0826243181946,14,14
"138",-0.809642059063151,0,0.809642059063151,14,14
"139",-0.832505466969415,0,0.832505466969415,14,14
"140",-0.113964654722452,0,0.113964654722452,14,14
"141",-0.873816272555138,0,0.873816272555138,14,14
"142",-0.858566973302427,0,0.858566973302427,14,14
"143",-0.913858470159821,0,0.913858470159821,14,14
"144",-0.811043221724315,0,0.811043221724315,14,14
"145",0.859336947961202,0,-0.859336947961202,0,0
"146",0.954404518035874,0,-0.954404518035874,0,0
"147",0.612276246440737,0,-0.612276246440737,0,0
"148",0.463834602022294,0,-0.463834602022294,0,0
"149",1.58567132682513,0,-1.58567132682513,0,0
"150",0.230815623311241,0,-0.230815623311241,0,0
"151",-0.707319386777123,0,0.707319386777123,15,15
"152",-0.816209422492045,0,0.816209422492045,15,15
"153",-0.873816272555138,0,0.873816272555138,15,15
"154",-0.671470848414557,0,0.671470848414557,15,15
"155",0.446363866353106,0,-0.446363866353106,0,0
"156",-0.766217742252318,0,0.766217742252318,16,16
"157",-1.43069937803143,0,1.43069937803143,16,16
"158",-0.718210844563955,0,0.718210844563955,16,16
"159",0.595271340993713,0,-0.595271340993713,0,0
"160",1.35383819481901,0,-1.35383819481901,0,0
"161",-1.11104344462579,0,1.11104344462579,17,17
"162",-0.809642059063151,0,0.809642059063151,17,17
"163",-0.832505466969415,0,0.832505466969415,17,17
"164",-0.834121660135648,0,0.834121660135648,17,17
"165",-0.363173219106884,0,0.363173219106884,17,17
"166",-0.858566973302427,0,0.858566973302427,17,17
"167",-0.533466053953074,0,0.533466053953074,17,17
"168",-0.811043221724315,0,0.811043221724315,17,17
"169",-0.269684815034799,0,0.269684815034799,17,17
"170",-0.464373625752906,0,0.464373625752906,17,17
"171",0.828409681979945,0,-0.828409681979945,0,0
"172",0.478043519251336,0,-0.478043519251336,0,0
"173",1.59534675589242,0,-1.59534675589242,0,0
"174",1.9520824729176,0,-1.9520824729176,0,0
"175",1.61685284415304,0,-1.61685284415304,0,0
"176",0.419805167070306,0,-0.419805167070306,0,0
"177",-0.873816272555138,0,0.873816272555138,18,18
"178",-0.858566973302427,0,0.858566973302427,18,18
"179",-0.913858470159821,0,0.913858470159821,18,18
"180",-0.811043221724315,0,0.811043221724315,18,18
"181",0.633672351562948,0,-0.633672351562948,0,0
"182",2.14202005098699,0,-2.14202005098699,0,0
"183",-0.0866151822328406,0,0.0866151822328406,19,19
"184",2.0448923067413,0,-2.0448923067413,0,0
"185",0.443749271521624,0,-0.443749271521624,0,0
"186",1.12151999902179,0,-1.12151999902179,0,0
"187",0.713759742311268,0,-0.713759742311268,0,0
"188",-0.834121660135648,0,0.834121660135648,20,20
"189",-0.873816272555138,0,0.873816272555138,20,20
"190",-0.858566973302427,0,0.858566973302427,20,20
"191",-0.913858470159821,0,0.913858470159821,20,20
"192",-0.811043221724315,0,0.811043221724315,20,20
"193",-0.243871363015791,0,0.243871363015791,20,20
"194",-1.0958236983715,0,1.0958236983715,20,20
"195",-1.05471335036934,0,1.05471335036934,20,20
"196",1.46090064531106,0,-1.46090064531106,0,0
"197",1.00181913901102,0,-1.00181913901102,0,0
"198",0.142554903672675,0,-0.142554903672675,0,0
"199",0.976599689282746,0,-0.976599689282746,0,0
"200",-0.379796190361216,0,0.379796190361216,21,21
"201",0.841222875677004,0,-0.841222875677004,0,0
"202",0.0912868752223979,0,-0.0912868752223979,0,0
"203",0.534138361139031,0,-0.534138361139031,0,0
"204",0.171878974202341,0,-0.171878974202341,0,0
"205",-0.0331177865958707,0,0.0331177865958707,22,22
"206",-1.09858062869721,0,1.09858062869721,22,22
"207",-1.15937089373437,0,1.15937089373437,22,22
"208",-0.383240217977786,0,0.383240217977786,22,22
"209",1.93253252375601,0,-1.93253252375601,0,0
"210",2.03394491442087,0,-2.03394491442087,0,0
"211",2.17833159822382,0,-2.17833159822382,0,0
"212",1.94119633987243,0,-1.94119633987243,0,0
"213",1.19486723257672,0,-1.19486723257672,0,0
"214",0.993074825809531,0,-0.993074825809531,0,0
"215",0.888381891035082,0,-0.888381891035082,0,0
"216",1.25704147716657,0,-1.25704147716657,0,0
"217",0.0699500489246781,0,-0.0699500489246781,0,0
"218",-0.644459078585213,0,0.644459078585213,23,23
"219",1.44285510813182,0,-1.44285510813182,0,0
"220",-0.301995275255842,0,0.301995275255842,24,24
"221",0.626492539372762,0,-0.626492539372762,0,0
"222",0.00640738805884632,0,-0.00640738805884632,0,0
"223",-0.229734225967552,0,0.229734225967552,25,25
"224",1.86370341706399,0,-1.86370341706399,0,0
"225",1.63382119523261,0,-1.63382119523261,0,0
"226",1.21924881138475,0,-1.21924881138475,0,0
"227",0.855261605777027,0,-0.855261605777027,0,0
"228",1.50823785586716,0,-1.50823785586716,0,0
"229",-0.222298264090021,0,0.222298264090021,26,26
"230",-0.941585056202383,0,0.941585056202383,26,26
"231",-1.35422149018368,0,1.35422149018368,26,26
"232",0.641495494668248,0,-0.641495494668248,0,0
"233",1.70649738465983,0,-1.70649738465983,0,0
"234",1.64986962165908,0,-1.64986962165908,0,0
"235",1.45255879430638,0,-1.45255879430638,0,0
"236",1.79642742276449,0,-1.79642742276449,0,0
"237",1.85416965691002,0,-1.85416965691002,0,0
"238",1.99129171200892,0,-1.99129171200892,0,0
"239",2.20280899149807,0,-2.20280899149807,0,0
"240",1.46587590105901,0,-1.46587590105901,0,0
"241",0.315570734078181,0,-0.315570734078181,0,0
"242",-0.197622826427358,0,0.197622826427358,27,27
"243",-0.498696847166659,0,0.498696847166659,27,27
"244",0.116436745364014,0,-0.116436745364014,0,0
"245",1.11196854190734,0,-1.11196854190734,0,0
"246",1.08931339471807,0,-1.08931339471807,0,0
"247",1.45608374686289,0,-1.45608374686289,0,0
"248",0.92292314655823,0,-0.92292314655823,0,0
"249",1.7788015503401,0,-1.7788015503401,0,0
"250",1.32034209544213,0,-1.32034209544213,0,0
"251",1.1351005536142,0,-1.1351005536142,0,0
"252",1.13596146347311,0,-1.13596146347311,0,0
"253",0.0328728416791306,0,-0.0328728416791306,0,0
"254",-0.772619068499655,0,0.772619068499655,28,28
"255",-1.51088930380747,0,1.51088930380747,28,28
"256",-0.577359425825087,0,0.577359425825087,28,28
"257",0.382224767253059,0,-0.382224767253059,0,0
"258",0.265376701262093,0,-0.265376701262093,0,0
"259",1.4575358830293,0,-1.4575358830293,0,0
"260",1.43987489373025,0,-1.43987489373025,0,0
"261",1.01675466285303,0,-1.01675466285303,0,0
"262",1.20352128876023,0,-1.20352128876023,0,0
"263",1.41558057257807,0,-1.41558057257807,0,0
"264",1.95110896023262,0,-1.95110896023262,0,0
"265",-0.183551254479889,0,0.183551254479889,29,29
"266",-1.31271592027837,0,1.31271592027837,29,29
"267",-1.42749563675452,0,1.42749563675452,29,29
"268",-1.33335401984213,0,1.33335401984213,29,29
"269",-0.828058184043007,0,0.828058184043007,29,29
"270",0.561552545698874,0,-0.561552545698874,0,0
"271",0.715671373711036,0,-0.715671373711036,0,0
"272",0.960796678909126,0,-0.960796678909126,0,0
"273",0.896610343834311,0,-0.896610343834311,0,0
"274",1.29539848501653,0,-1.29539848501653,0,0
"275",1.18567097808742,0,-1.18567097808742,0,0
"276",0.181735425594834,0,-0.181735425594834,0,0
"277",-0.192462744152442,0,0.192462744152442,30,30
"278",-1.44011570014125,0,1.44011570014125,30,30
"279",-0.909282277176417,0,0.909282277176417,30,30
"280",-1.54013828100336,0,1.54013828100336,30,30
"281",-0.2989354789701,0,0.2989354789701,30,30
"282",1.26201377754154,0,-1.26201377754154,0,0
"283",0.74317467516928,0,-0.74317467516928,0,0
"284",0.778375772995394,0,-0.778375772995394,0,0
"285",0.499168228577996,0,-0.499168228577996,0,0
"286",1.33562982445229,0,-1.33562982445229,0,0
"287",0.880297435621941,0,-0.880297435621941,0,0
"288",1.33785541929619,0,-1.33785541929619,0,0
"289",0.210074469192231,0,-0.210074469192231,0,0
"290",-1.23106162851852,0,1.23106162851852,31,31
"291",-1.47909248409158,0,1.47909248409158,31,31
"292",-1.64373291214628,0,1.64373291214628,31,31
"293",-1.26396903268755,0,1.26396903268755,31,31
"294",-0.809642059063151,0,0.809642059063151,31,31
"295",-0.832505466969415,0,0.832505466969415,31,31
"296",0.616808277097829,0,-0.616808277097829,0,0
"297",1.30922075157994,0,-1.30922075157994,0,0
"298",0.54991647793351,0,-0.54991647793351,0,0
"299",0.638790312189648,0,-0.638790312189648,0,0
"300",0.58255662482692,0,-0.58255662482692,0,0
"301",-0.27597233001809,0,0.27597233001809,32,32
"302",-1.53170857965227,0,1.53170857965227,32,32
"303",-0.366008045389734,0,0.366008045389734,32,32
"304",-0.0834608223943206,0,0.0834608223943206,32,32
"305",-0.471985977023943,0,0.471985977023943,32,32
"306",-0.0902150319317873,0,0.0902150319317873,32,32
"307",-0.217464156226605,0,0.217464156226605,32,32
"308",-0.154997745115578,0,0.154997745115578,32,32
"309",0.516971165422843,0,-0.516971165422843,0,0
"310",1.16291285757141,0,-1.16291285757141,0,0
"311",0.734840058248251,0,-0.734840058248251,0,0
"312",0.208936636936689,0,-0.208936636936689,0,0
"313",0.189689704086054,0,-0.189689704086054,0,0
"314",0.39928891491283,0,-0.39928891491283,0,0
"315",1.42068812536064,0,-1.42068812536064,0,0
"316",1.69754453342987,0,-1.69754453342987,0,0
"317",-0.0810564773834848,0,0.0810564773834848,33,33
"318",0.237054554887052,0,-0.237054554887052,0,0
"319",0.723667020984368,0,-0.723667020984368,0,0
"320",1.04355305775429,0,-1.04355305775429,0,0
"321",0.965777189492137,0,-0.965777189492137,0,0
"322",0.58717481983889,0,-0.58717481983889,0,0
"323",1.09200552023588,0,-1.09200552023588,0,0
"324",1.26966320645352,0,-1.26966320645352,0,0
"325",1.07834416582897,0,-1.07834416582897,0,0
"326",0.371361940484372,0,-0.371361940484372,0,0
"327",1.92874267779454,0,-1.92874267779454,0,0
"328",-0.274929927204121,0,0.274929927204121,34,34
"329",0.317831690715952,0,-0.317831690715952,0,0
"330",1.60309548718972,0,-1.60309548718972,0,0
"331",1.0645020955323,0,-1.0645020955323,0,0
"332",1.05317667331429,0,-1.05317667331429,0,0
"333",0.995920528761884,0,-0.995920528761884,0,0
"334",1.59532348730195,0,-1.59532348730195,0,0
"335",1.48456707960677,0,-1.48456707960677,0,0
"336",1.79070616395871,0,-1.79070616395871,0,0
